"reported_date_time","summary"
2021-05-01 20:35:00,"Triangular object glens falls"
2021-04-27 08:00:00,"On the morning of April 27th, 2021 I was sitting outside smoking cigarettes under my deck at approximately 4:00 in the morning near Eas"
2021-04-27 03:00:00,"Stable in one spot in sky! Looked through binoculars and saw triangle shape with red, green and white lights turning off and on with ci"
2021-04-25 22:00:00,"We saw what looked like a big triangle shaped mirror and I'm assuming you could only see it when the light was shining on it right beca"
2021-04-23 09:30:00,"Object was on slow descent towards fort Stewart Georgia object was triangle shape slightly turned sideways with bright light protruding"
2021-04-23 09:30:00,"Object was on slow descent towards fort Stewart Georgia object was triangle shape likely turned sideways with bright light protruding f"
2021-04-23 01:50:00,"Metallic triangular shaped object appearing to tumble in the sky."
2021-04-22 07:00:00,"A bright triangular shape hovering in sky observed from Redland Oregon, perhaps hovering over Beavercreek area. It hovered for awhile a"
2021-04-20 10:20:00,"An unexpected triangular object with light flames surrounding it appeared near my balcony in Florida before heading out to sea."
2021-04-16 02:45:00,"Single orange fiery triangle.  Faded slowly then vanished within seconds."
2021-04-14 02:15:00,"Triangular shaped craft with star field camouflage on underside which made no engine noise as it passed overhead."
2021-04-13 21:00:00,"Pulsating triangle object moving across a blue sky matching People video:https://people.com/human-interest/pentagon-confirms-that-shock"
2021-04-13 01:00:00,"Triangle appeared in the sky, and then went out, but you can see each point of triangle zipping away together."
2021-04-07 01:00:00,"White lights in a triangle shape, shut off, erratic blinking colored lights appeared as it slowly moved from south to north for about 1"
2021-04-05 01:14:00,"Flying in the sky above the dumpster."
2021-04-05 00:30:00,"triangular object with red, green and white rapidly flashing lights, apparently stationary, low in the westerly sky after sunset"
2021-04-02 01:37:00,"Wormhole event filmed from Boardman OR"
2021-03-31 09:50:00,"Small black triangle with three solid white lights passed low over my car."
2021-03-16 03:00:00,"Walked out on my 2nd story deck that faces WEST to let the dogs out. My deck has a roof so I leaned on the rail to look up at the sky."
2021-03-14 10:10:00,"large triangular craft  fixed white lights slow moving with white haze / mist around craft west to east roughly altitude 4,000 ft no so"
2021-03-14 03:00:00,"Lighted, Triangle shaped objects flying at night, slow them very fast"
2021-03-11 03:00:00,"A triangle of three soft green discs passed us parallel to highway 50 in the Colorado desert which made no sound."
2021-03-06 05:00:00,"DEATH STAR came to mind ,electrical fire colored lights really white/blue"
2021-03-06 05:00:00,"Three, bright green triangles in night sky over Nebraska. Abduction of my friend Mary Joe."
2021-03-03 04:57:00,"Saw a triangle shaped craft circling above."
2021-03-02 09:25:00,"Changing Bright Light object over Los Angeles"
2021-03-02 03:25:00,"TRIANGULAR OBJECT OVER KLAMATH FALLS, OREGON"
2021-02-28 16:20:00,"Huge black triangle with 3-4 lights on the sides floating above my house."
2021-02-23 12:15:00,"Looking West over top of my house when I saw a flash of blue/white light. Second flash a couple of seconds later closer to me. At that"
2021-02-13 02:45:00,"Seven fiery craft seen in Kansas sky."
2021-02-09 02:25:00,"Two craft in two minutes flying north over Tampa bay but my phone too dark to record"
2021-02-06 13:00:00,"I watched a triangular ufo reveal its self for a few moments."
2021-02-05,"Two low flying triangle crafts with lights at tips of wings gravelly silently following very close together over Main Street Town Hall!"
2021-01-31 02:00:00,"Three lights in triangle form."
2021-01-27 13:00:00,"Triangular craft with lights spotted hovering in the sky in early morning hours."
2021-01-26 19:00:00,"Giant blue triangle ""landing"" at Sacto Executive Airport."
2021-01-25 06:20:00,"Bright V-shaped flashing object moved faster than a plane in night sky"
2021-01-22 20:00:00,"I was outside smoking a cigarette on my back patio. Suddenly I looked up into the sky on a windy clear day. Thats when I noticed a weir"
2021-01-14 02:15:00,"Triangular-shaped, huge object with flashing red lights, hovered with no sound and disappeared."
2021-01-11 01:00:00,"V/Triangle-shaped, silent craft near Philadelphia on 1/10/21"
2021-01-10 04:00:00,"2 white UFO'S"
2021-01-09 04:11:00,"Triangular shaped object moving into a cloud."
2021-01-08 09:22:00,"I was driving north on Topeka Blvd. About 1/2 mile past Forbes Field when I saw a triangle UFO zig zagging around and then flew over th"
2021-01-06 04:00:00,"very low load slow aircraft flew over Missouri last night."
2021-01-01 04:50:00,"Triangular-Egg shaped craft caught in still photo north of Klamath Falls, Or."
2021-12-21 11:15:00,"Bright white light moving slowly without sound"
2021-12-13 05:30:00,"Two large parallel red lights"
2021-12-09 00:30:00,"Seen what I thought was a plane until it stopped in the air above my car, then I realized it was too low and slow to be any airplane."
2021-11-11 02:30:00,"Bright horizontal white lights."
2021-11-09 01:54:00,"Several bright lights captured on video near Seattle seen in Bremerton Wa 11/8/21 at 17:54"
2021-10-29 09:45:00,"White Creature with Black eyes does hand signals afar"
2021-10-22 01:05:00,"Low flying stationary craft with three green and white flashing lights."
2021-10-20 12:50:00,"Robust contrail with no obvious traditional aircraft."
2021-10-17 21:11:00,"Contact me"
2021-10-10 22:00:00,"see a tiny white dot moving fast in the blue sky in San Jose on a clear Sunday afternoon"
2021-10-06 22:20:00,"Comet or something entering the atmosphere?"
2021-10-03 10:30:00,"1-2 seconds of very bright light outside, with no apparent source, shone through windows."
2021-09-25 12:00:00,"Unidentified Flying Object With No Lights Or Sound and Appears To Have A Smaller Object Circling And Moving Through It!"
2021-09-21 17:00:00,"Two pitch black rectangle objects hovering on top of fog bank over Brisbane hills."
2021-09-15 10:00:00,"Southern sky, slightly east about 11 o'clock. Noticed wavering light within a small area in the sky that looked like wavy light or an a"
2021-09-15 07:00:00,"I saw something strange white mostly in color and I have 3 pictures of object changing courses and shape"
2021-09-07 13:44:00,"Odd white low streak going across the sky"
2021-09-05 01:00:00,"Two objects seen flying together over Chesterfield,VA"
2021-09-03 01:00:00,"2 objects near Nashville airport.

 I was down Murfreesboro Rd going under the runway by airport.  When i came out from under it I se"
2021-09-01 19:10:00,"Six objects in the sky, moving north to west, changing formations as they moved before disappearing."
2021-08-22 03:00:00,"I saw these lights three times now in two different locations"
2021-08-19 23:00:00,"Strange metallic, possibly triagular or pentagonal shaped, single object in sky above Dallas, TX on 8-19-21"
2021-08-19 04:00:00,"I thought it was a drone"
2021-08-17 06:10:00,"A brightly lit UFO flitted high in the sky in rural south central AR."
2021-08-16 07:00:00,"look up and said wow at the clouds and then i look at pictures and then I see them."
2021-08-15 04:03:00,"Orange light seen moving over Philadelphia"
2021-08-13 06:00:00,"While standing outside trying to see some meteors, I saw what looked like a row of white lights coming up the coast, south of Seaside O"
2021-08-12 05:30:00,"Unknown object emitted yellowish-white light at regular intervals along west-east route in sky."
2021-08-09 22:45:00,"Straight line object of 4 small lights with a VERY bright 5th light on left side"
2021-08-01 08:00:00,"Close encounter/ Abduction in North Carolina bedroom."
2021-07-24 23:55:00,"Shiny object moving quickly across the sky N-S Mill Creek / N Bothell WA"
2021-07-18 06:05:00,"It was a star like object with a quick back and forth in a zigzag type of way then it disappeared."
2021-07-14 01:52:00,"Bright green flashing light in the sky hovering in a weird shaped craft. Incredible speed as the craft zoomed away."
2021-06-26 21:20:00,"Taking pictures of a weather balloon and captured UAP."
2021-06-24 01:00:00,"Unknown bright object disappears in a cloudless sky"
2021-06-20 08:00:00,"My mother and I saw these. After we went in we were both zapped by the same white light at the same time. This can't be fake"
2021-06-12 06:00:00,"Multiple lights chasing us on Poen road in Kuna, Idaho."
2021-06-12 03:15:00,"clear night sky van-sized object floating no sound"
2021-06-11 03:05:00,"Several lights that moved slowly in same area for 45 minutes, flashing colors, disappearing, reappearing, splitting in two."
2021-06-08 05:00:00,"Erratic light zips around Marthas Vineyard."
2021-06-08 01:00:00,"Very slow moving craft with red and green lights accelerating at incredible speed."
2021-06-05 20:58:00,"It came from the ocean or from over the ocean"
2021-06-05 15:32:00,"Light moving around in circles in the clouds. Small light looking like a star appearing and disappearing."
2021-06-05 15:30:00,"On Saturday morning, June 5th, 2021, while I was on the Block Island ferry heading to Block Island from Pt. Judith,RI, a one hour trip,"
2021-06-05 15:22:00,"First object bright lights low in the sky, not moving, second object going downwards fast towards the tree line and disappeared, third"
2021-06-05 00:56:00,"Floating shade above an old base on the ocean in San Pedro."
2021-06-04 00:15:00,"Space Station like object no sound"
2021-06-03 04:00:00,"Pulsated colored lights brightening and diming in the sky without movement"
2021-06-03 04:15:00,"Ball of light vanishes in the SE"
2021-05-31 22:00:00,"We were standing in the backyard around 6:00 PM and the blue sky was cloudless. I looked up and clearly saw a silver object flying quit"
2021-05-30 02:00:00,"A amber/like white light traveling under lildipper stars ,disappears  after 8 secound of watching it"
2021-05-27 08:00:00,"I have insominia, and I am a very light sleeper. I was awakened by the sound of water rushing into my toilet (a sound I remember being"
2021-05-26 15:19:00,"Ring camera video of flying object"
2021-05-26 09:55:00,"Saw an unknown object through telescope pass in front of the Moon during Lunar Eclispe"
2021-05-26 03:23:00,"Transparent round or oval rows of bluish & white lights, moving quickly through our yard casting reflection below."
2021-05-23 03:23:00,"18 - 20 Objects moving evenly spaced in a straight line across the night sky three separate times."
2021-05-23 05:00:00,"Several white orbs flying in perfect formation for 20 minutes"
2021-05-16 13:00:00,"15 crafts in space that raced, darted, faded in and out, pretended to be stars, and wobbled in all directions in the sky."
2021-05-10 06:30:00,"Zooming ball of light in the Hawaiian night sky defying all propulsion physics."
2021-05-09 00:05:00,"UFO OVER REDLANDS WITH COLOR SPECTRUM"
2021-05-08 02:57:00,"9 lights entering the atmosphere at impossible speed and then moving off slowly at a 90 degree angle"
